league,team,player,matches,assists,xAG,minutes,position,assists_minus_xag,assists_minus_xag_90
ESP-La Liga,Barcelona,João Félix,30,3,3.1,1540,FW,-0.10000000000000009,-0.005844155844155849
ESP-La Liga,Barcelona,Jules Koundé,96,8,8.9,7930,DF,-0.9000000000000004,-0.010214375788146284
ESP-La Liga,Barcelona,Junior Firpo,24,2,1.3,1303,DF,0.7,0.048349961627014576
ESP-La Liga,Barcelona,Lamine Yamal,73,18,20.1,5065,FW,-2.1000000000000014,-0.03731490621915106
ESP-La Liga,Barcelona,Lionel Messi,138,55,53.2,11616,FW,1.7999999999999972,0.013946280991735517
ESP-La Liga,Barcelona,Lucas Digne,12,2,1.8,704,DF,0.19999999999999996,0.025568181818181813
ESP-La Liga,Barcelona,Luis Suárez,94,26,19.9,7724,FW,6.100000000000001,0.07107716209218023
ESP-La Liga,Barcelona,Luuk de Jong,21,0,0.2,654,FW,-0.2,-0.027522935779816515
ESP-La Liga,Barcelona,Malcom,15,2,1.7,614,"FW,MF",0.30000000000000004,0.043973941368078175
ESP-La Liga,Barcelona,Marc Casado,25,3,1.4,1626,MF,1.6,0.0885608856088561
ESP-La Liga,Barcelona,Marc-André ter Stegen,248,2,1.2,22201,GK,0.8,0.003243097157785686
ESP-La Liga,Barcelona,Marcos Alonso,29,0,0.8,1424,DF,-0.8,-0.050561797752808994
ESP-La Liga,Barcelona,Martin Braithwaite,44,3,4.1,1817,"FW,MF",-1.0999999999999996,-0.05448541552008804
ESP-La Liga,Barcelona,Memphis,30,2,4.5,1965,FW,-2.5,-0.11450381679389314
ESP-La Liga,Barcelona,Miralem Pjanić,19,0,0.6,627,MF,-0.6,-0.08612440191387559
ESP-La Liga,Barcelona,Nicolás González,27,1,0.8,1114,MF,0.19999999999999996,0.016157989228007177
ESP-La Liga,Barcelona,Nélson Semedo,82,2,3.6,5190,DF,-1.6,-0.027745664739884397
ESP-La Liga,Barcelona,Oriol Romeu,28,1,1.3,936,MF,-0.30000000000000004,-0.02884615384615385
ESP-La Liga,Barcelona,Ousmane Dembélé,127,34,26.400000000000002,7536,"FW,MF",7.599999999999998,0.09076433121019106
ESP-La Liga,Barcelona,Pablo Torre,18,1,1.3,454,"FW,MF",-0.30000000000000004,-0.059471365638766524
ESP-La Liga,Barcelona,Paco Alcácer,17,3,2.1,695,"MF,FW",0.8999999999999999,0.11654676258992804
ESP-La Liga,Barcelona,Pau Cubarsí,54,3,2.0,4176,DF,1.0,0.021551724137931032
ESP-La Liga,Barcelona,Paulinho,34,2,2.7,1945,MF,-0.7000000000000002,-0.03239074550128535
ESP-La Liga,Barcelona,Pedri,136,12,21.3,9631,MF,-9.3,-0.08690686325407539
ESP-La Liga,Barcelona,Philippe Coutinho,76,9,8.9,4471,"MF,FW",0.09999999999999964,0.002012972489375971
ESP-La Liga,Barcelona,Pierre-Emerick Aubameyang,18,1,1.1,1091,FW,-0.10000000000000009,-0.0082493125572869
ESP-La Liga,Barcelona,Raphinha,100,25,28.2,6279,FW,-3.1999999999999993,-0.045867176301958905
ESP-La Liga,Barcelona,Riqui Puig,42,2,2.9,1445,MF,-0.8999999999999999,-0.056055363321799306
ESP-La Liga,Barcelona,Robert Lewandowski,103,17,13.5,8264,FW,3.5,0.03811713455953533
ESP-La Liga,Barcelona,Ronald Araújo,119,6,4.0,8571,DF,2.0,0.021001050052502624
ESP-La Liga,Barcelona,Samuel Umtiti,66,1,0.7999999999999999,5062,DF,0.20000000000000007,0.0035559067562228384
ESP-La Liga,Barcelona,Sergi Roberto,150,22,13.8,10166,DF,8.2,0.07259492425732834
ESP-La Liga,Barcelona,Sergio Busquets,201,16,14.0,15845,MF,2.0,0.011360050489113285
ESP-La Liga,Barcelona,Sergiño Dest,51,4,4.6,3421,"DF,FW",-0.5999999999999996,-0.015784858228588123
ESP-La Liga,Barcelona,Thomas Vermaelen,23,1,0.4,1605,DF,0.6,0.03364485981308411
ESP-La Liga,Barcelona,Óscar Mingueza,46,3,1.8,2795,DF,1.2,0.03864042933810376
ESP-La Liga,Barcelona,İlkay Gündoğan,36,9,10.3,2994,MF,-1.3000000000000007,-0.039078156312625276
ESP-La Liga,Betis,Abde Ezzalzouli,58,2,2.3,2849,FW,-0.2999999999999998,-0.009477009477009472
ESP-La Liga,Betis,Abner,36,1,1.1,2007,DF,-0.10000000000000009,-0.00448430493273543
ESP-La Liga,Betis,Aitor Ruibal,122,6,8.9,6242,MF,-2.9000000000000004,-0.04181352130727331
ESP-La Liga,Betis,Alfonso Pedraza,21,0,0.7,1349,DF,-0.7,-0.04670126019273536
ESP-La Liga,Betis,Andrés Guardado,178,17,13.200000000000001,11176,MF,3.799999999999999,0.030601288475304217
ESP-La Liga,Betis,Antonio Adán,30,2,0.7,2700,GK,1.3,0.043333333333333335
ESP-La Liga,Betis,Antonio Barragán,55,7,3.9,3948,DF,3.1,0.07066869300911854
ESP-La Liga,Betis,Antonio Sanabria,48,0,0.2,2596,FW,-0.2,-0.006933744221879815
ESP-La Liga,Betis,Antony,17,2,3.5,1362,FW,-1.5,-0.09911894273127754
ESP-La Liga,Betis,Assane Diao,28,2,2.2,1325,FW,-0.20000000000000018,-0.013584905660377372
ESP-La Liga,Betis,Ayoze Pérez,50,2,5.9,3680,"FW,MF",-3.9000000000000004,-0.0953804347826087
ESP-La Liga,Betis,Aïssa Mandi,126,2,3.5,11051,DF,-1.5,-0.01221608904171568
ESP-La Liga,Betis,Borja Iglesias,142,6,9.5,7679,FW,-3.5,-0.04102096627164995
ESP-La Liga,Betis,Carles Aleñá,17,0,0.1,735,"MF,FW",-0.1,-0.012244897959183673
ESP-La Liga,Betis,Chadi Riad,26,0,0.2,2164,DF,-0.2,-0.008317929759704253
ESP-La Liga,Betis,Claudio Bravo,56,0,0.2,4966,GK,-0.2,-0.003624647603705195
ESP-La Liga,Betis,Cristian Tello,140,14,12.0,6155,"FW,MF",2.0,0.029244516653127536
ESP-La Liga,Betis,Cucho,15,1,1.5,1139,FW,-0.5,-0.03950834064969271
ESP-La Liga,Betis,Cédric Bakambu,29,2,0.8999999999999999,904,FW,1.1,0.1095132743362832
ESP-La Liga,Betis,Diego Lainez,55,3,1.5,1703,"FW,MF",1.5,0.07927187316500293
ESP-La Liga,Betis,Diego Llorente,30,0,0.3,2519,DF,-0.3,-0.01071853910281858
ESP-La Liga,Betis,Emerson,73,10,8.0,6147,"FW,DF",2.0,0.029282576866764276
ESP-La Liga,Betis,Ezequiel Ávila,25,0,1.1,975,FW,-1.1,-0.10153846153846155
ESP-La Liga,Betis,Fabián Ruiz Peña,34,6,2.2,2659,MF,3.8,0.12861978187288453
ESP-La Liga,Betis,Francis Guerrero,36,1,1.9,2771,"DF,MF",-0.8999999999999999,-0.02923132443161313
ESP-La Liga,Betis,Germán Pezzella,86,0,0.5,7266,DF,-0.5,-0.006193228736581338
ESP-La Liga,Betis,Giovani Lo Celso,57,7,8.9,3854,"MF,FW",-1.9000000000000004,-0.04436948624805398
ESP-La Liga,Betis,Guido Rodríguez,139,2,2.4,11047,MF,-0.3999999999999999,-0.0032588032950122197
ESP-La Liga,Betis,Héctor Bellerín,55,5,5.7,4270,DF,-0.7000000000000002,-0.014754098360655743
ESP-La Liga,Betis,Isco,51,13,10.8,3873,MF,2.1999999999999993,0.05112316034082105
ESP-La Liga,Betis,Javi García,53,0,0.6,3311,"MF,DF",-0.6,-0.01630927212322561
ESP-La Liga,Betis,Jesus Rodríguez,21,0,0.2,1111,FW,-0.2,-0.016201620162016202
ESP-La Liga,Betis,Jesé,14,0,0.7,779,"FW,MF",-0.7,-0.0808729139922978
ESP-La Liga,Betis,Joaquín,169,19,21.5,8493,"MF,FW",-2.5,-0.026492405510420345
ESP-La Liga,Betis,Johnny Cardoso,45,3,1.4,3472,MF,1.6,0.041474654377880185
ESP-La Liga,Betis,Jordi Amat,25,0,0.1,2045,"DF,MF",-0.1,-0.004400977995110024
ESP-La Liga,Betis,Juan Miranda,81,7,7.699999999999999,5765,DF,-0.6999999999999993,-0.010928013876843006
ESP-La Liga,Betis,Juanmi,90,4,4.4,4168,"FW,MF",-0.40000000000000036,-0.008637236084452982
ESP-La Liga,Betis,Junior Firpo,38,6,3.7,3126,DF,2.3,0.06621880998080615
ESP-La Liga,Betis,Loren Morón,113,3,6.3,6058,FW,-3.3,-0.04902608121492241
ESP-La Liga,Betis,Luiz Felipe,27,0,0.5,2123,DF,-0.5,-0.02119642016015073
ESP-La Liga,Betis,Luiz Henrique,47,6,4.5,2423,FW,1.5,0.05571605447791993
ESP-La Liga,Betis,Marc Bartra,149,3,4.1,12883,DF,-1.0999999999999996,-0.007684545525110608
ESP-La Liga,Betis,Marc Roca,40,4,2.4,2886,MF,1.6,0.0498960498960499
ESP-La Liga,Betis,Martín Montoya,17,1,2.1,1210,DF,-1.1,-0.08181818181818183
ESP-La Liga,Betis,Nabil Fekir,135,23,20.2,10244,"MF,FW",2.8000000000000007,0.02459976571651699
ESP-La Liga,Betis,Natan,31,1,0.6,2175,DF,0.4,0.016551724137931035
ESP-La Liga,Betis,Pablo Fornals,41,2,4.9,2975,"FW,MF",-2.9000000000000004,-0.0877310924369748
ESP-La Liga,Betis,Paul Akouokou,32,0,0.7,1368,MF,-0.7,-0.04605263157894736
ESP-La Liga,Betis,Ricardo Rodríguez,18,1,0.4,1274,DF,0.6,0.0423861852433281
ESP-La Liga,Betis,Riza Durmisi,24,3,2.6,2080,DF,0.3999999999999999,0.0173076923076923
ESP-La Liga,Betis,Rodri,98,5,5.9,4188,"FW,MF",-0.9000000000000004,-0.01934097421203439
ESP-La Liga,Betis,Romain Perraud,28,2,1.6,2002,DF,0.3999999999999999,0.017982017982017977
ESP-La Liga,Betis,Rui Silva,91,0,0.1,8129,GK,-0.1,-0.0011071472505843278
ESP-La Liga,Betis,Ryad Boudebouz,36,3,3.5,1899,"MF,FW",-0.5,-0.023696682464454975
ESP-La Liga,Betis,Sergi Altimira,46,1,2.0,2540,MF,-1.0,-0.03543307086614173
ESP-La Liga,Betis,Sergio Canales,164,25,29.799999999999997,13509,MF,-4.799999999999997,-0.031978680879413704
ESP-La Liga,Betis,Sergio León,47,2,1.7999999999999998,2616,FW,0.20000000000000018,0.006880733944954134
ESP-La Liga,Betis,Sidnei,49,0,0.1,3614,DF,-0.1,-0.002490315439955728
ESP-La Liga,Betis,Vitor Roque,22,0,1.2,1235,FW,-1.2,-0.0874493927125506
ESP-La Liga,Betis,Víctor Camarasa,31,0,1.5,1360,MF,-1.5,-0.09926470588235294
ESP-La Liga,Betis,Víctor Ruiz,55,0,0.4,4141,DF,-0.4,-0.008693552282057475
ESP-La Liga,Betis,Wilfrid Kaptoum,15,0,0.1,967,MF,-0.1,-0.009307135470527405
ESP-La Liga,Betis,William Carvalho,172,12,7.3,9907,MF,4.7,0.04269708287069749
ESP-La Liga,Betis,Willian José,93,10,6.8,4306,FW,3.2,0.06688341848583372
ESP-La Liga,Betis,Youssouf Sabaly,67,4,2.5,5095,DF,1.5,0.026496565260058884
ESP-La Liga,Betis,Zouhair Feddal,53,3,1.9000000000000001,4390,DF,1.0999999999999999,0.022551252847380406
ESP-La Liga,Betis,Álex Moreno,99,12,8.8,7805,DF,3.1999999999999993,0.036899423446508636
ESP-La Liga,Betis,Édgar González,56,1,1.6,3917,MF,-0.6000000000000001,-0.013786060760786317
ESP-La Liga,Celta Vigo,Aarón Martín,19,3,0.8,1540,DF,2.2,0.1285714285714286
ESP-La Liga,Celta Vigo,Alfon,28,2,2.7,1405,MF,-0.7000000000000002,-0.04483985765124556
ESP-La Liga,Celta Vigo,Anastasios Douvikas,52,2,1.5,1605,FW,0.5,0.028037383177570093
ESP-La Liga,Celta Vigo,Andreu Fontàs,12,1,0.3,885,DF,0.7,0.0711864406779661
ESP-La Liga,Celta Vigo,Augusto Solari,54,3,2.5,1462,MF,0.5,0.030779753761969904
ESP-La Liga,Celta Vigo,Borja Iglesias,37,3,3.2,1952,FW,-0.20000000000000018,-0.009221311475409845
ESP-La Liga,Celta Vigo,Brais Méndez,153,15,12.399999999999999,10466,"MF,FW",2.6000000000000014,0.022358111981654896
ESP-La Liga,Celta Vigo,Carl Starfelt,55,0,0.4,4486,DF,-0.4,-0.008024966562639322
ESP-La Liga,Celta Vigo,Carles Pérez,51,6,3.3,2916,"MF,FW",2.7,0.08333333333333334
ESP-La Liga,Celta Vigo,Carlos Dominguez,56,0,0.4,3577,DF,-0.4,-0.010064299692479732
ESP-La Liga,Celta Vigo,Carlos Dotor,17,0,0.1,708,MF,-0.1,-0.012711864406779662
ESP-La Liga,Celta Vigo,Damián Rodríguez,22,2,1.6,1185,MF,0.3999999999999999,0.030379746835443033
ESP-La Liga,Celta Vigo,Daniel Wass,35,8,6.4,2932,"MF,DF",1.5999999999999996,0.049113233287858105
ESP-La Liga,Celta Vigo,David Juncà,24,3,0.9,2012,DF,2.1,0.09393638170974156
ESP-La Liga,Celta Vigo,Denis Suárez,99,20,15.3,7301,"MF,FW",4.699999999999999,0.057937268867278444
ESP-La Liga,Celta Vigo,Emre Mor,44,2,2.6,1534,"FW,MF",-0.6000000000000001,-0.03520208604954368
ESP-La Liga,Celta Vigo,Facundo Roncaglia,33,0,0.2,2562,DF,-0.2,-0.00702576112412178
ESP-La Liga,Celta Vigo,Fer López,17,0,1.9,671,"FW,MF",-1.9,-0.2548435171385991
ESP-La Liga,Celta Vigo,Filip Bradarić,14,0,0.1,706,MF,-0.1,-0.01274787535410765
ESP-La Liga,Celta Vigo,Fran Beltrán,230,3,6.6,15047,MF,-3.5999999999999996,-0.021532531401608292
ESP-La Liga,Celta Vigo,Franco Cervi,93,8,6.1000000000000005,4514,MF,1.8999999999999995,0.03788214443952148
ESP-La Liga,Celta Vigo,Fyodor Smolov,14,0,0.1,743,FW,-0.1,-0.01211305518169583
ESP-La Liga,Celta Vigo,Gabriel Fernández,20,1,0.2,561,"FW,MF",0.8,0.12834224598930483
ESP-La Liga,Celta Vigo,Gabriel Veiga,50,4,2.6,2538,"MF,DF",1.4,0.04964539007092198
ESP-La Liga,Celta Vigo,Gonçalo Paciência,25,0,0.6,662,"FW,MF",-0.6,-0.08157099697885196
ESP-La Liga,Celta Vigo,Gustavo Cabral,50,1,0.6,3788,DF,0.4,0.009503695881731786
ESP-La Liga,Celta Vigo,Haris Seferović,18,1,0.5,887,FW,0.5,0.050732807215332576
ESP-La Liga,Celta Vigo,Hugo Mallo,174,13,19.2,14647,DF,-6.199999999999999,-0.03809653854031542
ESP-La Liga,Celta Vigo,Hugo Sotelo,44,1,3.3,1995,MF,-2.3,-0.10375939849624059
ESP-La Liga,Celta Vigo,Hugo Álvarez,39,4,2.6,2345,FW,1.4,0.05373134328358209
ESP-La Liga,Celta Vigo,Iago Aspas,270,50,55.8,21720,FW,-5.799999999999997,-0.024033149171270706
ESP-La Liga,Celta Vigo,Ilaix Moriba,33,1,1.5,2132,MF,-0.5,-0.021106941838649154
ESP-La Liga,Celta Vigo,Iván Villar,60,0,0.1,5145,GK,-0.1,-0.001749271137026239
ESP-La Liga,Celta Vigo,Jailson Siqueira,27,1,0.5,1511,"DF,MF",0.5,0.029781601588352084
ESP-La Liga,Celta Vigo,Javi Galán,74,6,6.5,6458,DF,-0.5,-0.006968101579436357
ESP-La Liga,Celta Vigo,Javi Rodríguez,36,2,1.0,2514,DF,1.0,0.03579952267303103
ESP-La Liga,Celta Vigo,Javier Manquillo,22,1,0.2,1259,"DF,MF",0.8,0.057188244638602066
ESP-La Liga,Celta Vigo,Jeison Murillo,68,0,0.30000000000000004,5345,DF,-0.30000000000000004,-0.005051449953227316
ESP-La Liga,Celta Vigo,Jonathan Bamba,39,3,6.5,2792,"MF,FW",-3.5,-0.11282234957020058
ESP-La Liga,Celta Vigo,Jonny Castro,36,1,1.6,3202,DF,-0.6000000000000001,-0.01686445971267958
ESP-La Liga,Celta Vigo,Joseph Aidoo,131,1,1.5,9956,DF,-0.5,-0.004519887505022097
ESP-La Liga,Celta Vigo,José Fontán,23,0,0.1,928,DF,-0.1,-0.009698275862068966
ESP-La Liga,Celta Vigo,Jozabed,44,4,3.2,2628,MF,0.7999999999999998,0.027397260273972594
ESP-La Liga,Celta Vigo,Jørgen Strand Larsen,69,7,4.5,4568,FW,2.5,0.04925569176882662
ESP-La Liga,Celta Vigo,Júnior Alonso,9,0,0.2,536,"DF,MF",-0.2,-0.033582089552238806
ESP-La Liga,Celta Vigo,Kevin Vázquez,68,1,1.8,4582,DF,-0.8,-0.01571366215626364
ESP-La Liga,Celta Vigo,Luca de la Torre,60,6,2.7,3441,MF,3.3,0.08631211857018309
ESP-La Liga,Celta Vigo,Lucas Olaza,63,7,6.9,5656,DF,0.09999999999999964,0.0015912305516265857
ESP-La Liga,Celta Vigo,Manu Sánchez,26,5,2.7,1775,"DF,MF",2.3,0.11661971830985915
ESP-La Liga,Celta Vigo,Marcos Alonso,31,0,1.3,2647,DF,-1.3,-0.04420098224404986
ESP-La Liga,Celta Vigo,Matías Dituro,38,0,0.1,3420,GK,-0.1,-0.002631578947368421
ESP-La Liga,Celta Vigo,Maxi Gómez,71,9,6.9,6028,FW,2.0999999999999996,0.03135368281353682
ESP-La Liga,Celta Vigo,Miguel Baeza,23,0,0.7,545,"MF,FW",-0.7,-0.11559633027522935
ESP-La Liga,Celta Vigo,Miguel Rodríguez,26,1,0.30000000000000004,582,"FW,DF",0.7,0.10824742268041236
ESP-La Liga,Celta Vigo,Mihailo Ristić,22,1,0.30000000000000004,1237,"DF,MF",0.7,0.05092966855295068
ESP-La Liga,Celta Vigo,Nemanja Radoja,26,1,0.6,1105,MF,0.4,0.03257918552036199
ESP-La Liga,Celta Vigo,Nolito,75,6,7.6,4305,"MF,FW",-1.5999999999999996,-0.03344947735191637
ESP-La Liga,Celta Vigo,Néstor Araujo,133,2,2.1,10613,DF,-0.10000000000000009,-0.0008480165834354101
ESP-La Liga,Celta Vigo,Okay Yokuşlu,76,2,2.5,4773,MF,-0.5,-0.009428032683846637
ESP-La Liga,Celta Vigo,Pablo Durán,31,4,2.8,1430,"MF,DF",1.2000000000000002,0.07552447552447554
ESP-La Liga,Celta Vigo,Pablo Hernández,30,2,1.3,1819,MF,0.7,0.034634414513468936
ESP-La Liga,Celta Vigo,Pape Cheikh Diop,16,1,0.5,599,MF,0.5,0.07512520868113523
ESP-La Liga,Celta Vigo,Pione Sisto,80,11,6.8,4252,"FW,MF",4.2,0.08889934148635936
ESP-La Liga,Celta Vigo,Rafinha,29,1,1.9,2111,MF,-0.8999999999999999,-0.0383704405495026
ESP-La Liga,Celta Vigo,Renato Tapia,110,1,3.0,6901,MF,-2.0,-0.026083176351253443
ESP-La Liga,Celta Vigo,Rubén Blanco,99,0,0.1,8788,GK,-0.1,-0.001024123805188894
ESP-La Liga,Celta Vigo,Ryad Boudebouz,11,2,2.5,717,"MF,FW",-0.5,-0.06276150627615062
ESP-La Liga,Celta Vigo,Santi Mina,101,9,7.9,6723,"FW,MF",1.0999999999999996,0.014725568942436408
ESP-La Liga,Celta Vigo,Sergi Gómez,33,0,0.8,2680,DF,-0.8,-0.026865671641791045
ESP-La Liga,Celta Vigo,Sergio Carreira,26,4,3.2,1915,DF,0.7999999999999998,0.037597911227154036
ESP-La Liga,Celta Vigo,Sergio Álvarez,32,0,0.1,2826,GK,-0.1,-0.0031847133757961785
ESP-La Liga,Celta Vigo,Sofiane Boufal,35,3,3.6,2085,"MF,FW",-0.6000000000000001,-0.02589928057553957
ESP-La Liga,Celta Vigo,Stanislav Lobotka,86,1,1.8,6933,MF,-0.8,-0.01038511466897447
ESP-La Liga,Celta Vigo,Thiago Galhardo,31,2,1.9,1148,"FW,MF",0.10000000000000009,0.007839721254355407
ESP-La Liga,Celta Vigo,Unai Núñez,70,0,0.9,5952,DF,-0.9,-0.013608870967741936
ESP-La Liga,Celta Vigo,Wesley Hoedt,10,0,0.4,893,DF,-0.4,-0.040313549832026875
ESP-La Liga,Celta Vigo,Williot Swedberg,51,5,2.8000000000000003,1842,MF,2.1999999999999997,0.10749185667752442
ESP-La Liga,Celta Vigo,Yoel Lago,9,1,0.1,673,DF,0.9,0.12035661218424963
ESP-La Liga,Celta Vigo,Óscar Mingueza,93,8,10.899999999999999,7011,DF,-2.8999999999999986,-0.03722721437740691
ESP-La Liga,Celta Vigo,Óscar Rodríguez Arnaiz,33,0,2.2,1775,MF,-2.2,-0.1115492957746479
ESP-La Liga,Cádiz,Alberto Perea,46,4,3.1,2371,MF,0.8999999999999999,0.03416280050611556
ESP-La Liga,Cádiz,Alfonso Espino,105,9,8.1,9052,DF,0.9000000000000004,0.00894829871851525
ESP-La Liga,Cádiz,Anthony Lozano,88,4,2.5,4638,FW,1.5,0.029107373868046574
ESP-La Liga,Cádiz,Brian Ocampo,31,1,1.8,1367,"MF,FW",-0.8,-0.0526700804681785
ESP-La Liga,Cádiz,Cala,45,0,0.7,3356,DF,-0.7,-0.018772348033373062
ESP-La Liga,Cádiz,Carlos Akapo,38,0,0.5,2709,DF,-0.5,-0.01661129568106312
ESP-La Liga,Cádiz,Chris Ramos,52,1,1.9,3322,FW,-0.8999999999999999,-0.024382901866345574
ESP-La Liga,Cádiz,Darwin Machís,21,0,0.7,785,MF,-0.7,-0.08025477707006369
ESP-La Liga,Cádiz,Fali,117,2,2.3,8701,"DF,MF",-0.2999999999999998,-0.003103091598666818
ESP-La Liga,Cádiz,Fede San Emeterio,49,1,1.2000000000000002,2826,MF,-0.20000000000000018,-0.006369426751592362
ESP-La Liga,Cádiz,Filip Malbašić,28,1,0.7,860,"FW,MF",0.30000000000000004,0.031395348837209305
ESP-La Liga,Cádiz,Gonzalo Escalante,39,3,3.2,2818,MF,-0.20000000000000018,-0.006387508871540105
ESP-La Liga,Cádiz,Isaac Carcelen,119,3,3.9000000000000004,8935,DF,-0.9000000000000004,-0.009065472859541134
ESP-La Liga,Cádiz,Iván Alejo,103,6,6.3,4895,"MF,FW",-0.2999999999999998,-0.0055158324821246146
ESP-La Liga,Cádiz,Jairo Izquierdo,30,0,0.8,1277,"MF,DF",-0.8,-0.056382145653876274
ESP-La Liga,Cádiz,Javi Hernández,30,2,2.1,2514,DF,-0.10000000000000009,-0.003579952267303106
ESP-La Liga,Cádiz,Jens Jønsson,57,1,2.6,3918,MF,-1.6,-0.036753445635528334
ESP-La Liga,Cádiz,Jeremías Ledesma,138,0,0.1,12408,GK,-0.1,-0.0007253384912959381
ESP-La Liga,Cádiz,Jon Ander Garrido,23,0,0.1,800,MF,-0.1,-0.01125
ESP-La Liga,Cádiz,Jorge Pombo,12,0,0.6,523,"FW,MF",-0.6,-0.10325047801147227
ESP-La Liga,Cádiz,Joseba Zaldúa,23,1,0.5,1343,DF,0.5,0.03350707371556218
ESP-La Liga,Cádiz,José Mari,54,0,0.8,2248,MF,-0.8,-0.03202846975088968
ESP-La Liga,Cádiz,Juanmi,16,1,1.6,873,FW,-0.6000000000000001,-0.061855670103092786
ESP-La Liga,Cádiz,Lucas,28,0,1.9,1539,DF,-1.9,-0.1111111111111111
ESP-La Liga,Cádiz,Lucas Pérez,29,2,4.3,1688,"FW,MF",-2.3,-0.1226303317535545
ESP-La Liga,Cádiz,Luis Hernández,60,0,1.5,5238,DF,-1.5,-0.025773195876288662
ESP-La Liga,Cádiz,Mamadou Mbaye,18,0,0.2,1048,DF,-0.2,-0.01717557251908397
ESP-La Liga,Cádiz,Maxi Gómez,31,0,0.6,1163,FW,-0.6,-0.04643164230438521
ESP-La Liga,Cádiz,Oussama Idrissi,12,1,1.8,902,MF,-0.8,-0.07982261640798226
ESP-La Liga,Cádiz,Roberto Navarro,28,1,3.1,1888,"MF,FW",-2.1,-0.10010593220338983
ESP-La Liga,Cádiz,Roger Martí,37,3,3.4,1998,FW,-0.3999999999999999,-0.018018018018018014
ESP-La Liga,Cádiz,Rominigue Kouamé,16,0,0.1,821,MF,-0.1,-0.010962241169305725
ESP-La Liga,Cádiz,Rubén Alcaraz,81,1,3.5999999999999996,6282,MF,-2.5999999999999996,-0.03724928366762177
ESP-La Liga,Cádiz,Rubén Sobrino,114,4,7.3999999999999995,7085,"FW,MF",-3.3999999999999995,-0.043189837685250525
ESP-La Liga,Cádiz,Salvi,51,1,2.7,3328,"MF,FW",-1.7000000000000002,-0.045973557692307696
ESP-La Liga,Cádiz,Santiago Arzamendia,26,0,0.5,952,MF,-0.5,-0.04726890756302521
ESP-La Liga,Cádiz,Sergi Guardiola,39,1,1.3,1660,FW,-0.30000000000000004,-0.016265060240963858
ESP-La Liga,Cádiz,Theo Bongonda,31,3,3.0,1938,"MF,FW",0.0,0.0
ESP-La Liga,Cádiz,Tomás Alarcón,27,1,1.2000000000000002,1648,MF,-0.20000000000000018,-0.010922330097087388
ESP-La Liga,Cádiz,Varazdat Haroyan,17,0,0.1,1437,DF,-0.1,-0.006263048016701462
ESP-La Liga,Cádiz,Víctor Chust,61,1,0.3,4659,DF,0.7,0.013522215067611074
ESP-La Liga,Cádiz,Álex Fernández,111,4,5.2,6858,MF,-1.2000000000000002,-0.015748031496062992
ESP-La Liga,Cádiz,Álvaro Negredo,97,8,9.1,5166,FW,-1.0999999999999996,-0.019163763066202082
ESP-La Liga,Eibar,Alejandro Pozo Pozo,30,0,1.1,2190,"DF,MF",-1.1,-0.045205479452054796
ESP-La Liga,Eibar,Anaitz Arbilla,112,4,2.7,9178,DF,1.2999999999999998,0.012747875354107648
ESP-La Liga,Eibar,Ander Capa,33,1,1.5,2249,DF,-0.5,-0.020008892841262782
ESP-La Liga,Eibar,Bryan Gil,28,3,5.0,2265,"MF,FW",-2.0,-0.07947019867549669
ESP-La Liga,Eibar,Charles,94,2,4.0,4622,FW,-2.0,-0.03894418000865426
ESP-La Liga,Eibar,Dani García,32,1,1.1,2775,MF,-0.10000000000000009,-0.0032432432432432457
ESP-La Liga,Eibar,David Juncà,15,2,1.6,901,DF,0.3999999999999999,0.03995560488346281
ESP-La Liga,Eibar,Edu Expósito,66,4,4.5,4771,MF,-0.5,-0.009431984908824145
ESP-La Liga,Eibar,Esteban Burgos,29,1,0.9,2230,DF,0.09999999999999998,0.004035874439461883
ESP-La Liga,Eibar,Fabián Orellana,79,14,14.9,6303,"MF,FW",-0.9000000000000004,-0.012851023322227515
ESP-La Liga,Eibar,Gonzalo Escalante,83,2,3.1,5028,MF,-1.1,-0.019689737470167067
ESP-La Liga,Eibar,Iván Alejo,22,3,2.1,1102,"MF,FW",0.8999999999999999,0.073502722323049
ESP-La Liga,Eibar,Iván Ramis,44,0,0.30000000000000004,3436,DF,-0.30000000000000004,-0.007857974388824216
ESP-La Liga,Eibar,Joan Jordán,71,8,8.1,5302,MF,-0.09999999999999964,-0.0016974726518294923
ESP-La Liga,Eibar,José Ángel,107,10,13.6,8715,DF,-3.5999999999999996,-0.03717728055077452
ESP-La Liga,Eibar,Kiké,129,4,5.5,8612,FW,-1.5,-0.01567580120761728
ESP-La Liga,Eibar,Kévin Rodrigues,22,1,0.5,1095,"DF,MF",0.5,0.0410958904109589
ESP-La Liga,Eibar,Marc Cardona,17,1,0.7,604,"FW,MF",0.30000000000000004,0.044701986754966894
ESP-La Liga,Eibar,Marc Cucurella,31,2,3.2,2354,"MF,FW",-1.2000000000000002,-0.045879354290569246
ESP-La Liga,Eibar,Marko Dmitrović,130,0,0.7,11670,GK,-0.7,-0.005398457583547557
ESP-La Liga,Eibar,Miguel Atienza,15,0,0.1,868,MF,-0.1,-0.010368663594470046
ESP-La Liga,Eibar,Pablo de Blasis,54,3,5.199999999999999,3124,"DF,MF",-2.1999999999999993,-0.06338028169014083
ESP-La Liga,Eibar,Papakouli Diop,106,2,2.2,7869,MF,-0.20000000000000018,-0.002287457110179186
